#Time Total flux(top) flux(bottom)
0.570418 5.70418e-09 -1e-08 0
0.572249 5.72249e-09 -1e-08 0
0.574086 5.74087e-09 -1e-08 0
0.575929 5.75929e-09 -1e-08 0
0.577778 5.77778e-09 -1e-08 0
0.579632 5.79632e-09 -1e-08 0
0.581492 5.81492e-09 -1e-08 0
0.583358 5.83358e-09 -1e-08 0
0.58523 5.8523e-09 -1e-08 0
0.587107 5.87107e-09 -1e-08 0
0.58899 5.88991e-09 -1e-08 0
0.59088 5.9088e-09 -1e-08 0
0.592775 5.92775e-09 -1e-08 0
0.594676 5.94676e-09 -1e-08 0
0.596583 5.96583e-09 -1e-08 0
0.598496 5.98496e-09 -1e-08 0
0.600415 6.00415e-09 -1e-08 0
0.60234 6.0234e-09 -1e-08 0
0.60427 6.04271e-09 -1e-08 0
0.606207 6.06207e-09 -1e-08 0
0.60815 6.0815e-09 -1e-08 0
0.610099 6.10099e-09 -1e-08 0
0.612054 6.12055e-09 -1e-08 0
0.614016 6.14016e-09 -1e-08 0
0.615983 6.15983e-09 -1e-08 0
0.617956 6.17956e-09 -1e-08 0
0.619936 6.19936e-09 -1e-08 0
0.621922 6.21922e-09 -1e-08 0
0.623914 6.23914e-09 -1e-08 0
0.625912 6.25912e-09 -1e-08 0
0.627916 6.27917e-09 -1e-08 0
0.629927 6.29927e-09 -1e-08 0
0.631944 6.31944e-09 -1e-08 0
0.633967 6.33968e-09 -1e-08 0
0.635997 6.35997e-09 -1e-08 0
0.638033 6.38033e-09 -1e-08 0
0.640075 6.40075e-09 -1e-08 0
0.642124 6.42124e-09 -1e-08 0
0.644179 6.44179e-09 -1e-08 0
0.646241 6.46241e-09 -1e-08 0
0.648308 6.48309e-09 -1e-08 0
0.650383 6.50383e-09 -1e-08 0
0.652464 6.52464e-09 -1e-08 0
0.654551 6.54551e-09 -1e-08 0
0.656645 6.56645e-09 -1e-08 0
0.658746 6.58746e-09 -1e-08 0
0.660853 6.60853e-09 -1e-08 0
0.662966 6.62967e-09 -1e-08 0
0.665087 6.65087e-09 -1e-08 0
0.667213 6.67214e-09 -1e-08 0
0.669347 6.69347e-09 -1e-08 0
0.671487 6.71487e-09 -1e-08 0
0.673634 6.73634e-09 -1e-08 0
0.675788 6.75788e-09 -1e-08 0
0.677948 6.77948e-09 -1e-08 0
0.680115 6.80115e-09 -1e-08 0
0.682289 6.82289e-09 -1e-08 0
0.68447 6.8447e-09 -1e-08 0
0.686657 6.86657e-09 -1e-08 0
