#Time Total flux(top) flux(bottom)
1.20136e+06 0.0186217 -1.59728e-08 7.12262e-226
1.21615e+06 0.0188558 -1.5677e-08 1.95977e-223
1.23152e+06 0.0190943 -1.53697e-08 1.42509e-220
1.2472e+06 0.0193329 -1.5056e-08 6.72998e-218
1.26322e+06 0.0195715 -1.47356e-08 2.51781e-215
1.27959e+06 0.0198101 -1.44082e-08 9.40707e-213
1.29634e+06 0.0200487 -1.40731e-08 3.81247e-210
1.31351e+06 0.0202873 -1.37299e-08 1.76117e-207
1.33111e+06 0.0205258 -1.33778e-08 9.64188e-205
1.34871e+06 0.0207582 -1.30258e-08 1.33658e-202
1.3668e+06 0.0209906 -1.26639e-08 3.24277e-200
1.38489e+06 0.0212164 -1.23021e-08 3.51589e-198
1.40353e+06 0.0214423 -1.19293e-08 7.34042e-196
1.42217e+06 0.0216612 -1.15565e-08 7.42533e-194
1.44143e+06 0.02188 -1.11713e-08 1.60268e-191
1.46138e+06 0.0220989 -1.07723e-08 1.00917e-188
1.48133e+06 0.0223098 -1.03734e-08 1.45922e-186
1.50128e+06 0.0225128 -9.97439e-09 1.07247e-184
1.52206e+06 0.0227157 -9.55879e-09 2.47055e-182
1.54284e+06 0.0229101 -9.14319e-09 2.70544e-180
1.56362e+06 0.0230957 -8.72759e-09 1.69095e-178
1.58544e+06 0.0232814 -8.29121e-09 4.24477e-176
1.60726e+06 0.0234575 -7.85483e-09 4.88401e-174
1.62908e+06 0.0236242 -7.41845e-09 3.06941e-172
1.6509e+06 0.0237813 -6.98207e-09 1.39504e-170
1.67272e+06 0.0239288 -6.54569e-09 5.07593e-169
1.69453e+06 0.0240669 -6.10931e-09 1.55847e-167
1.71803e+06 0.0242049 -5.63937e-09 2.73529e-165
1.74153e+06 0.0243319 -5.16942e-09 2.92941e-163
1.76503e+06 0.0244479 -4.69947e-09 1.68331e-161
1.78852e+06 0.0245528 -4.22952e-09 6.9959e-160
1.81202e+06 0.0246466 -3.75958e-09 2.33357e-158
1.83552e+06 0.0247295 -3.28963e-09 6.58715e-157
1.85902e+06 0.0248012 -2.81968e-09 1.62495e-155
1.87664e+06 0.0248478 -2.46722e-09 7.72939e-155
1.89426e+06 0.0248882 -2.11476e-09 3.34583e-154
1.91188e+06 0.0249224 -1.7623e-09 1.43651e-153
1.92951e+06 0.0249503 -1.40984e-09 6.14753e-153
1.94713e+06 0.024972 -1.05738e-09 2.62297e-152
1.96475e+06 0.0249876 -7.04921e-10 1.11575e-151
1.98238e+06 0.0249969 -3.5246e-10 4.73152e-151
2e+06 0.025 3.30872e-24 2.00017e-150
2.01852e+06 0.0250017 -4.97376e-11 9.48437e-150
2.02011e+06 0.025002 -2.01067e-10 1.04506e-149
2.02141e+06 0.0250023 -2.1408e-10 1.13025e-149
2.02274e+06 0.0250026 -2.27394e-10 1.22421e-149
2.02373e+06 0.0250028 -2.37285e-10 1.2989e-149
2.02496e+06 0.0250031 -2.49643e-10 1.39862e-149
2.02637e+06 0.0250035 -2.63652e-10 1.52098e-149
2.02798e+06 0.0250039 -2.79799e-10 1.67542e-149
2.02972e+06 0.0250044 -2.97187e-10 1.85943e-149
2.03154e+06 0.025005 -3.15358e-10 2.0734e-149
2.03341e+06 0.0250056 -3.3409e-10 2.31987e-149
2.03533e+06 0.0250062 -3.53306e-10 2.60323e-149
2.0373e+06 0.025007 -3.73034e-10 2.93021e-149
2.03933e+06 0.0250077 -3.93344e-10 3.30989e-149
2.04143e+06 0.0250086 -4.14319e-10 3.7538e-149
2.04361e+06 0.0250095 -4.36055e-10 4.27687e-149
2.04586e+06 0.0250105 -4.58559e-10 4.8955e-149
2.0482e+06 0.0250116 -4.82002e-10 5.63557e-149
2.05064e+06 0.0250128 -5.06407e-10 6.52547e-149
2.05329e+06 0.0250142 -5.32852e-10 7.64989e-149
2.05592e+06 0.0250156 -5.59223e-10 8.96455e-149
2.0586e+06 0.0250172 -5.85967e-10 1.0529e-148
2.06128e+06 0.0250188 -6.12788e-10 1.23721e-148
2.06399e+06 0.0250205 -6.39918e-10 1.45652e-148
2.06674e+06 0.0250223 -6.67367e-10 1.71801e-148
2.06953e+06 0.0250242 -6.95309e-10 2.03251e-148
2.07238e+06 0.0250262 -7.23764e-10 2.41209e-148
2.07528e+06 0.0250283 -7.52843e-10 2.87345e-148
2.07827e+06 0.0250306 -7.82673e-10 3.43874e-148
2.08133e+06 0.0250331 -8.13295e-10 4.13519e-148
2.08449e+06 0.0250357 -8.44864e-10 5.00157e-148
2.08776e+06 0.0250385 -8.77561e-10 6.09136e-148
2.09113e+06 0.0250415 -9.11348e-10 7.46842e-148
2.09464e+06 0.0250448 -9.46439e-10 9.2305e-148
2.09817e+06 0.0250482 -9.81667e-10 1.14185e-147
2.10173e+06 0.0250517 -1.01731e-09 1.41613e-147
2.10534e+06 0.0250555 -1.05339e-09 1.76093e-147
2.10899e+06 0.0250594 -1.0899e-09 2.19562e-147
2.11272e+06 0.0250635 -1.12719e-09 2.75048e-147
2.11653e+06 0.0250679 -1.16527e-09 3.46259e-147
2.12044e+06 0.0250725 -1.20436e-09 4.38637e-147
2.12445e+06 0.0250774 -1.24452e-09 5.59361e-147
2.1286e+06 0.0250827 -1.28602e-09 7.19232e-147
2.13279e+06 0.0250882 -1.32791e-09 9.27146e-147
2.13702e+06 0.0250939 -1.37021e-09 1.1982e-146
2.14129e+06 0.0250998 -1.41293e-09 1.55253e-146
2.14563e+06 0.025106 -1.4563e-09 2.0197e-146
2.15006e+06 0.0251126 -1.50057e-09 2.64217e-146
2.15458e+06 0.0251195 -1.54578e-09 3.47686e-146
2.15922e+06 0.0251268 -1.59223e-09 4.61092e-146
2.164e+06 0.0251345 -1.64e-09 6.1658e-146
2.16878e+06 0.0251424 -1.68778e-09 8.24577e-146
2.17361e+06 0.0251507 -1.7361e-09 1.10655e-145
2.1785e+06 0.0251593 -1.785e-09 1.49025e-145
2.18348e+06 0.0251683 -1.83479e-09 2.01822e-145
2.18855e+06 0.0251778 -1.8855e-09 2.74928e-145
2.19375e+06 0.0251877 -1.93752e-09 3.77602e-145
2.19913e+06 0.0251983 -1.99127e-09 5.24358e-145
2.2044e+06 0.0252089 -2.04396e-09 7.23407e-145
2.20977e+06 0.02522 -2.09772e-09 1.00462e-144
2.21522e+06 0.0252316 -2.15222e-09 1.40174e-144
2.22079e+06 0.0252437 -2.20787e-09 1.97028e-144
2.22648e+06 0.0252565 -2.26475e-09 2.79109e-144
2.23234e+06 0.0252699 -2.32335e-09 3.99776e-144
2.23811e+06 0.0252835 -2.38107e-09 5.69504e-144
2.24397e+06 0.0252976 -2.43968e-09 8.15772e-144
2.24992e+06 0.0253123 -2.49921e-09 1.17544e-143
2.25597e+06 0.0253276 -2.5597e-09 1.70416e-143
2.26217e+06 0.0253437 -2.6217e-09 2.49489e-143
2.26832e+06 0.02536 -2.68319e-09 3.64094e-143
2.27457e+06 0.0253769 -2.74572e-09 5.34872e-143
2.28094e+06 0.0253946 -2.80936e-09 7.91339e-143
2.28741e+06 0.025413 -2.87414e-09 1.17955e-142
2.29407e+06 0.0254324 -2.94073e-09 1.77912e-142
2.30061e+06 0.0254518 -3.0061e-09 2.66267e-142
2.30727e+06 0.0254721 -3.07271e-09 4.01626e-142
2.314e+06 0.025493 -3.13996e-09 6.08365e-142
2.32093e+06 0.025515 -3.20925e-09 9.33815e-142
2.328e+06 0.0255379 -3.27999e-09 1.44727e-141
2.335e+06 0.0255611 -3.34999e-09 2.23267e-141
2.34207e+06 0.0255851 -3.42074e-09 3.46036e-141
